nome,tipo,indirizzo_stradale,comune,provincia,cap,lat,lon,telefono,website,email,source
Alle Querce,restaurant,Via Monte Mandion,Caprino Veronese,Verona,37013,45.5910891,10.7859067,,,,Originali
SitoMato,restaurant,Via Venezia,Bardolino,Verona,37011,45.5565941,10.7178217,,,,Originali
Autogrill,restaurant,Autostrada del Brennero,Sabbionara,Verona,38063,45.6949206,10.9166936,,,,Originali
Area Servizio Povegliano Ovest,restaurant,Autostrada del Brennero,Nogarole Rocca,Verona,37060,45.2972181,10.8963283,,,,Originali
Kappa2,restaurant,Contrada Cà Sartori,San Zeno di Montagna,Verona,37010,45.6369633,10.7319615,,,,Originali
Gatto Moro,restaurant,Via Giotto,Valeggio sul Mincio,Verona,37067,45.3549362,10.7226658,+39 045 6370570,https://www.hotelfaccioli.it/gatto-moro.php,regional,Originali
La Vecchia Bottega,restaurant,Via Michelangelo Buonarroti,Valeggio sul Mincio,Verona,37067,45.3536246,10.7237531,https://www.anticalocandamincio.it/,https://www.lavecchiabottegadiborghetto.it/,694501642,Originali
La Cantina,restaurant,Via Giotto,Valeggio sul Mincio,Verona,37067,45.3542748,10.7234627,+39 045 6370605,https://www.hotelfaccioli.it/la-cantina.php,694501645,Originali
Osteria La Follia,restaurant,Corso Vittorio Emanuele Secondo,Villafranca di Verona,Verona,37062,45.3545042,10.8465593,,,,Originali
l'Osteria,restaurant,Via Felice Cavallotti,Peschiera del Garda,Verona,37019,45.4390027,10.6922652,,,,Originali
Il Forte Dei Cappuccini,restaurant,Via Puccini,Peschiera del Garda,Verona,37019,45.4442274,10.6837424,,,,Originali
Arca,restaurant,Strada dell'Arca,Bardolino,Verona,37011,45.5610754,10.718469,,,,Originali
Marc'Aurelio,restaurant,Via Fossalta,Colà,Verona,37017,45.4820939,10.725316,,,,Originali
Porticciolo,restaurant,Peschiera - Lazise - BNF,Castelnuovo del Garda,Verona,37014,45.4526882,10.6980742,,,,Originali
Pizzeria Fantasia,restaurant,Via Madonna,Colà,Verona,37017,45.4722907,10.7482904,,,,Originali
Pizzeria Ai Testi,restaurant,Via Testi,Castelnuovo del Garda,Verona,37014,45.4413033,10.7585392,,,,Originali
La Locanda delle Fornase,restaurant,Via Derna,Cavalcaselle,Verona,37014,45.4443915,10.7236043,regional,721165658,node,Originali
Trattoria Lizzarola,restaurant,Viale Indipendenza,Peschiera del Garda,Verona,37019,45.4446114,10.6590374,,,,Originali
La Cometa Azzurra,restaurant,Via Monte Pasubio,Peschiera del Garda,Verona,37019,45.4439771,10.7034679,,,,Originali
Bar Jolly,restaurant,Via Pancera,Peschiera del Garda,Verona,37019,45.4422993,10.6969217,,,,Originali
Al Canal,restaurant,Via Fontana,Peschiera del Garda,Verona,37019,45.4387243,10.6943034,,,,Originali
Sugo e Basilico,restaurant,Viale della Repubblica,Peschiera del Garda,Verona,37019,45.4401027,10.6868881,,,,Originali
Ristorante Bar Senzanome,restaurant,Piazzale Porto,Pacengo,Verona,37010,45.467906,10.7132362,+39 045 759 0163,746673071,2265999747,Originali
La Forgia,restaurant,Calle Seconda,Lazise,Verona,37017,45.5056689,10.7314975,https://www.tavernaoreste.it/,1552308356,3704534527,Originali
Hotel Pinamonte,restaurant,Via Don A. Zamperoli,Costermano sul Garda,Verona,37010,45.5869482,10.7429176,,,,Originali
Trattoria Miralago,restaurant,Via Maoni Bassi,Marciaga,Verona,37010,45.58487,10.7309076,,,,Originali
La Cross,restaurant,Via della Pace,Garda,Verona,37016,45.5794989,10.7200664,italian,817770159,node,Originali
Morsi&Sorsi,restaurant,Gardesana Orientale,Lazise,Verona,37017,45.5023866,10.7358107,pizza,2374719315,node,Originali
Speck Stube,restaurant,Via Croce,Bardolino,Verona,37011,45.5476496,10.7244678,+39456210918,https://www.speckstube.eu/,"Mo-Su 12:00-14:30,18:00-22:30",Originali
Senza nome,restaurant,Via San Colombano,Bardolino,Verona,37011,45.5526488,10.7219643,,,,Originali
Ristorante Tregnago,restaurant,Via Campitelli,Montecchia di Crosara,Verona,37030,45.4641286,11.2832588,https://www.ristorantetregnago1908.com,italian,825932994,Originali
Mandolara,restaurant,Via San Bernardo,Garda,Verona,37016,45.5731594,10.7105299,+393466332296,https://www.osteriacaffeamaro.it/,osteria.caffeamaro@gmail.com,Originali
Vecchia Malcesine,restaurant,Via Pisort,Malcesine,Verona,37018,45.7624071,10.8080194,,,,Originali
La Virata,restaurant,Via Fosse,Bardolino,Verona,37011,45.5475629,10.7223153,"Mo-Su 12:00-14:30, 17:30-23:00",13011518800,node,Originali
Al Vogaor,restaurant,Via Gardesana,Cassone,Verona,37018,45.734784,10.7901962,,,,Originali
Trattoria Relax,restaurant,Via Ponte Tesina,Castion Veronese,Verona,37010,45.606132,10.7301934,,,,Originali
Paella valenciana style,restaurant,Via Valpantena,Verona,Verona,37142,45.4967304,11.0188439,+39 329 4234141,www.latrattoriaitaliana.com,info@latrattoriaitaliana.com,Originali
Pizzeria Bar da Leo,restaurant,Via Valpantena,Verona,Verona,37142,45.5000583,11.0174564,Tu-Sa 06:30-22:00; Mo 06:30-15:30; Su off,11323235449,node,Originali
Putapariò,restaurant,Via Valpantena,Verona,Verona,37142,45.5032302,11.0172037,+39 045 918028,https://lemayr.it/,4553712656,Originali
Biri Ristorante,restaurant,Piazza Statuto,Bardolino,Verona,37011,45.5472745,10.7215629,+39 045 252 8678,http://www.ristorante-laporta.com,"12:00-15:00,17:00-23:00",Originali
Ristorante Pizzeria Al Frantoio,restaurant,Via Canal,Pesina,Verona,37013,45.6033842,10.7648427,,,,Originali
Lido,restaurant,Via Pra' del Principe,Lazise,Verona,37017,45.5007847,10.7332818,,,,Originali
Fortuna,restaurant,Via Cà Nova,Albarè,Verona,37010,45.5704297,10.7592029,,,,Originali
Cà Morel,restaurant,Via Ca´ Morel,Marciaga,Verona,37010,45.591873,10.7139592,+39 45 6279046,https://www.camorel.it,italian,Originali
Al Cardellino,restaurant,Via Pralesi,Cisano,Verona,37011,45.5254138,10.7319622,,,,Originali
Al Germano Reale,restaurant,Via della Pergolana,Cisano,Verona,37010,45.5297203,10.7264127,+39 45 7210452,http://www.algermanoreale.com/,regional,Originali
Bar Pizzeria First Meeting,restaurant,Via Don Gnocchi,Garda,Verona,37016,45.5779483,10.7129032,,,,Originali
Pizzeria Milano,restaurant,Via Don Gnocchi,Garda,Verona,37016,45.577538,10.712243,,,,Originali
Hamburgheria Monorotaria,restaurant,Via Derna,Castelnuovo del Garda,Verona,37014,45.4570412,10.7067061,https://www.facebook.com/manegheto.castelnuovodelgarda,elmanegheto@gmail.com,5354485127,Originali
The Bandits' Tavern,restaurant,Via Villaggio Tudor - Raptor,Castelnuovo del Garda,Verona,37014,45.4564716,10.7095787,,,,Originali
Agriturismo San Michele - Ca' del Tocio,restaurant,San Michele,Malcesine,Verona,37018,45.7672921,10.82938,,,,Originali
Trattoria Campiano,restaurant,San Michele,Malcesine,Verona,37018,45.7636765,10.8236847,,,,Originali
Italia da Nikolas,restaurant,Via Portici Umberto,Malcesine,Verona,37018,45.7639577,10.8068303,,,,Originali
Roadhouse,restaurant,SR11,Bussolengo,Verona,37012,45.44662,10.8621578,,,,Originali
Osteria da Montresor,restaurant,Via Bionde,Verona,Verona,37139,45.458739,10.9392662,https://www.agriturismodongili.it/,https://www.osteriamondodoro.it/,"Mo-Su 12:30-14:30,19:30-22:30",Originali
Taverna Kus,restaurant,SP9,San Zeno di Montagna,Verona,37010,45.6426345,10.7351044,+39 045 7285667,https://www.ristoranteveronatavernakus.it/,tavernakus@libero.it,Originali
Corte Poli,restaurant,Via Mambrotta,San Martino Buon Albergo,Verona,37036,45.3885941,11.1136127,,,,Originali
Pino 2,restaurant,Via dell'Uva,Garda,Verona,37016,45.577296,10.7288085,,,,Originali
"Agriturismo ""La Zerpa""",restaurant,Via Zerpa,Belfiore,Verona,37050,45.3549051,11.2514805,,,,Originali
Pizzeria Ristorante MaryGiò,restaurant,Via Giovanni Pascoli,Affi,Verona,37010,45.5522237,10.7891119,,,,Originali
Tintero Boat,restaurant,Via Canal Bianco,Legnago,Verona,37045,45.0924841,11.308515,,,,Originali
Ai Pigni de Cerù,restaurant,Via Roma,Fumane,Verona,37022,45.5424464,10.8816995,,,,Originali
Harbour Restaurant,restaurant,Piazza dei dolci,Castelnuovo del Garda,Verona,37014,45.4553618,10.712064,,,,Originali
Alfonso's,restaurant,Via Fossalta,Pacengo,Verona,37017,45.4762772,10.7242239,,,,Originali
Roadhouse,restaurant,Strada Mandella-Baracca,Peschiera del Garda,Verona,37019,45.4328986,10.7057804,,,,Originali
Pizzabufalina,restaurant,Via dell'Artigianato,Valgatara,Verona,37020,45.5237553,10.9071803,pizza,1178827985,node,Originali
Pepperone,restaurant,Via Federico Garofoli,San Giovanni Lupatoto,Verona,37057,45.3992242,11.0202754,+39 045 8775455,https://www.pepperone.com/,pepperonevr@libero.it,Originali
Mexì,restaurant,Via Staffali,Villafranca di Verona,Verona,37062,45.3882096,10.9059931,mexican,1216818872,node,Originali
Pizzeria 70,restaurant,Via Amilcare Ponchielli,Verona,Verona,37131,45.4490953,11.0202086,,,,Originali
Old Wild West,restaurant,Viale delle Nazioni,Verona,Verona,37135,45.4065686,10.9764078,1227411376,way,,Originali
Breonio,restaurant,Via Primo Maggio,Breonio,Verona,37022,45.6230471,10.9042709,,,,Originali
Trattoria Du Scalini,restaurant,Via Bartolomeo Bacilieri,Molina,Verona,37022,45.6123673,10.9118152,,,,Originali
Pizzeria da Icio,restaurant,Via Cesare Battisti,Fosse,Verona,37020,45.642171,10.9375233,,,,Originali
Pensione Ombra,restaurant,Via Cesare Battisti,Fosse,Verona,37020,45.6462998,10.9372755,+39 045 7519109,https://www.hotelombra.com/contatti.html,1228364436,Originali
Trattoria Chesini,restaurant,Progno di Breonio,Fumane,Verona,37022,45.5896637,10.9070101,+390457701867,regional,1231557542,Originali
The Loft 37,restaurant,Via Nazionale,San Martino Buon Albergo,Verona,37036,45.4220451,11.1045023,+39 045 990099,https://www.theloft37.it/,info@theloft37.it,Originali
Saporè,restaurant,Via Venti Settembre,San Martino Buon Albergo,Verona,37036,45.4230117,11.0960778,,,,Originali
Da Gigi,restaurant,Via Cà Begal,Negrar di Valpolicella,Verona,37024,45.5154141,10.9470887,,,,Originali
La Rustega,restaurant,Località Caselle,Valeggio sul Mincio,Verona,37067,45.3719625,10.7821956,,,,Originali
Senza nome,restaurant,Via del Forte,Valeggio sul Mincio,Verona,37067,45.3683296,10.7611017,,,,Originali
Il Ristocafè,restaurant,Viale delle Fontanelle,San Bonifacio,Verona,37047,45.3789548,11.2846206,,,,Originali
Le Pergole,restaurant,Via Goldoni,Peschiera del Garda,Verona,37019,45.4498666,10.6655142,,,,Originali
Maraschina,restaurant,Via Miralago,Peschiera del Garda,Verona,37019,45.4559731,10.6437573,,,,Originali
Le Tese,restaurant,Strada delle Gioliare,Lazise,Verona,37017,45.4679903,10.7660395,,,,Originali
Ristorante Pizzaria 'La Rocca',restaurant,Viale Cordigero,Peschiera del Garda,Verona,37019,45.4385632,10.695053,,,,Originali
"Ristorante Pizzeria ""Siena""",restaurant,Via Luigi Fantoni,Villafranca di Verona,Verona,37062,45.3485336,10.835735,+39 045 630 3926,pizza,2609386156,Originali
Charly,restaurant,Via Santa Maria,Porto,Verona,37010,45.7167209,10.776785,,,,Originali
Capitano,restaurant,Via Lungolago,Porto,Verona,37010,45.7183002,10.7741119,,,,Originali
Trattoria Rosa,restaurant,Via Antonio Ferrari,San Pietro in Cariano,Verona,37029,45.487526,10.8952,,,,Originali
Beef steak & more,restaurant,Strada Regionale 11 Padana Superiore,Palazzolo,Verona,37060,45.4465157,10.8350105,,,,Originali
Boscomantico,restaurant,Via Boscomantico,Verona,Verona,37139,45.4712136,10.9309104,+39 045 9209954,ristoranteboscomantico@gmail.com,pizza,Originali
NaturaSi,restaurant,Via Ludovico De Besi,Verona,Verona,37139,45.4455859,10.9394196,,,,Originali
Autogrill,restaurant,Autostrada Serenissima,San Bonifacio,Verona,36054,45.4264951,11.3320028,,,,Originali
Ristorante al Braciere,restaurant,Via Aie,Mazzantica,Verona,37050,45.3046545,11.0565212,,,,Originali
Kirin (sushi resturant),restaurant,Strada Regionale 11 Padana Superiore,Sona,Verona,37060,45.4453183,10.8432921,,,,Originali
Ristorante tipico La Dacia,restaurant,Via Bondi,Bardolino,Verona,37011,45.5711203,10.7385546,,,,Originali
Perbacco,restaurant,Via Giosuè Carducci,Verona,Verona,37129,45.4422573,11.0064759,+39 045 594193,http://www.trattoriaperbacco.com,"Mo,Tu,Th-Sa 12:30-14:00,19:30-22:00",Originali
La Fontanella,restaurant,Via Pasquaro;Via Sant'Antonio,Montecchia di Crosara,Verona,37030,45.4675681,11.2638428,,,,Originali
Trattoria Caprini,restaurant,Via Paolo Zanotti,Negrar di Valpolicella,Verona,37024,45.5606062,10.9418261,,,,Originali
Pizzeria Trattoria Marconi,restaurant,Piazza Guglielmo Marconi,Zevio,Verona,37059,45.3720409,11.1335431,1415914740,node,,Originali
Antica Trattoria Busolo,restaurant,Via Busolo,Vago,Verona,37030,45.4075528,11.128661,,,,Originali
Ca' Brusà,restaurant,Via Cà Brusà,Vago,Verona,37030,45.4198936,11.1263396,,,,Originali
L'altro Carlo re,restaurant,Via Tiro a Segno,Zevio,Verona,37059,45.3726692,11.1222415,,,,Originali
Il Girasole,restaurant,Via Dottori,Zevio,Verona,37059,45.3712833,11.1075355,,,,Originali
Al Vaghetto,restaurant,Via Vaghetto,Vago,Verona,37030,45.4170379,11.1332607,,,,Originali
trattoria al bon goto,restaurant,Via Allocco,San Martino Buon Albergo,Verona,37036,45.3879777,11.1156362,,,,Originali
Ginevra,restaurant,Via Cavalline,San Briccio,Verona,37030,45.4519183,11.1203314,,,,Originali
come nà olta,restaurant,Via A.G. Tirabosco,San Pietro di Lavagno,Verona,37030,45.4428182,11.1278738,,,,Originali
vecchia fontana,restaurant,Via Mezzavilla,San Martino Buon Albergo,Verona,37036,45.4630946,11.1047843,,,,Originali
Agriturismo Viticcio dei Ronchi,restaurant,Via Bisano,Verona,Verona,37141,45.4866041,11.0811406,+39 045 8830107; +39 3486537008,http://www.agriturismocortevecia.it/,staff@agriturismocortevecia.it,Originali
Ristorante al Ponte,restaurant,Via Ruda,Tombazosana,Verona,37055,45.3202694,11.2637142,,,,Originali
Villa De Winckels,restaurant,Via Sorio,Tregnago,Verona,37039,45.5208715,11.1530544,https://it-it.facebook.com/pages/category/Bar/Canesela-Caf%C3%A8-399610466850356/,https://www.villadewinckels.it/,1416684827,Originali
Bar Pizzeria Posta,restaurant,Piazza Sant'Egidio,Tregnago,Verona,37039,45.5143255,11.1655024,+39 045 780 8465,pizza,1416685016,Originali
il giardino,restaurant,Via Venticinque Aprile,San Giovanni Lupatoto,Verona,37057,45.3793374,11.0498635,,,,Originali
el capel,restaurant,Via Treviso,San Giovanni Lupatoto,Verona,37057,45.3768956,11.0482756,,,,Originali
Pizzeria Cavour,restaurant,Via Slavacchio,Legnago,Verona,37045,45.197871,11.3207228,,,,Originali
pizzeria al taglio,restaurant,Via San Pio X,Legnago,Verona,37045,45.1962671,11.3157598,,,,Originali
La Tonda,restaurant,Via Brennero,Pescantina,Verona,37026,45.493884,10.8780745,https://www.ristoasi.com/,pizza,1418801547,Originali
Pizzeria San Mattia,restaurant,Viale dei Colli,Verona,Verona,37128,45.4631534,10.9947142,"Mo-Th 11:00-02:00, Fr-Su 11:00-04:00",kebab,11375244283,Originali
Locanda San Leonardo,restaurant,Viale dei Colli,Verona,Verona,37128,45.4589783,10.9953088,+39 045 8342524; +39 345 6977059,mariolupariello@gmail.com,fish,Originali
Trattoria Biondani,restaurant,Via Piemonte,Bussolengo,Verona,37012,45.4731228,10.8853885,,,,Originali
Senza nome,restaurant,3,Malcesine,Verona,37018,45.7694366,10.8643316,,,,Originali
Pizzeria Ristorante Bella Italia Locanda,restaurant,Via Bell'Italia,Peschiera del Garda,Verona,37019,45.4446289,10.6727054,,,,Originali
Le Caldane,restaurant,Strada dei Boschi,Colà,Verona,37017,45.4798357,10.7479169,,,,Originali
Corte San Giovanni,restaurant,Vicolo Sirmione,Bardolino,Verona,37011,45.5478319,10.7192936,+39 045 621 0387,http://www.matebar.it/,2538302654,Originali
Osteria Scalin,restaurant,Via San Vitale,Verona,Verona,37129,45.4394324,11.0041704,+39 345 035 8829,"Tu-Su 12:15-14:15, 19:00-22:30",osteria@scalin.it,Originali
La Loda,restaurant,Via Magonia,Garda,Verona,37016,45.5797667,10.6991092,,,,Originali
Ristorante San Martino,restaurant,Via San Martino,Bardolino,Verona,37011,45.5469079,10.7208176,,,,Originali
Castello di Bevilacqua,restaurant,Via Castello,Bevilacqua,Verona,37040,45.2334506,11.4008728,,,,Originali
Senza nome,restaurant,Via Stradone,Roverchiaretta,Verona,37050,45.2603203,11.263637,,,,Originali
Ristorante al Parolo,restaurant,Viale Nogarole,San Bonifacio,Verona,37037,45.3922233,11.2937016,,,,Originali
Piccolo Doge,restaurant,Via Santa Cristina,Cisano,Verona,37011,45.5364377,10.7270849,+39 045 6212393,https://www.ristorantepiccolodoge.com/,regional,Originali
Osteria Mattarana pizzeria,restaurant,Via Mattarana,Verona,Verona,37132,45.4405162,11.0595826,https://www.pizzeriabigoleriaalporto.it/,"Tu-Fr 18:30-23:30; Sa,Su 12:00-14:30,18:30-23:30",Mo-Su 12:00-15:00; Mo-Su 18:30-00:30; Mo 12:00-15:00,Originali
Finger Sushi,restaurant,Via Unità d'Italia,Verona,Verona,37132,45.4340262,11.0421013,,,,Originali
Pizzeria Congo,restaurant,Via del Sole,Albaredo d'Adige,Verona,37041,45.3152888,11.2742821,,,,Originali
Civico 2 Tripoli,restaurant,Via Spagna,Verona,Verona,37123,45.4440124,10.9792615,+39 348 516 3616,http://www.acquaegrano.it/ita/home.html,pizza,Originali
"Agriturismo ""Al Bosco""",restaurant,Via Borgoletto,Colognola ai Colli,Verona,37030,45.4397178,11.1968611,,,,Originali
Al Rustico,restaurant,Corso Cangrande,Lazise,Verona,37017,45.5066653,10.7317369,,,,Originali
Corte Olivo,restaurant,Corso Cangrande,Lazise,Verona,37017,45.506906,10.7335223,italian,1552308382,node,Originali
Locanda alla Chiesa,restaurant,Via Chiesa,Lazise,Verona,37017,45.5058065,10.7335909,www.bartour.it,1552308391,node,Originali
Locanda Bordin,restaurant,Via Porto,Pescantina,Verona,37026,45.4737755,10.9033569,,,,Originali
Il Fiorellino Beer e Pub,restaurant,Lungolago Giuseppe Garibaldi,Peschiera del Garda,Verona,37019,45.4443052,10.6946007,,,,Originali
Trattoria Moscal,restaurant,Via Pigna,Affi,Verona,37010,45.5525175,10.7718065,,,,Originali
Al Torcolo,restaurant,Strada del Torcolo,Cavaion Veronese,Verona,37010,45.5275814,10.7642924,,,,Originali
Il Caminetto,restaurant,Via Verona,Bardolino,Verona,37011,45.5219349,10.7529617,1485789624,node,,Originali
La Taverna del Borgo,restaurant,Via Stazione,Bardolino,Verona,37011,45.5221965,10.7520809,,,,Originali
Pizzeria Da Salvatore,restaurant,Piazza San Tomaso,Verona,Verona,37129,45.4428412,11.0023909,,,,Originali
Trattoria Fattori,restaurant,Via Piazza Terrossa,Roncà,Verona,37030,45.4645535,11.3195949,,,,Originali
Agrtirusimo Nido D'aquila,restaurant,Via La Fenice,Santa Margherita,Verona,37030,45.4853983,11.3244921,,,,Originali
Bar-Trattoria Ciclamino,restaurant,Sentiero-Strada,Chiampo,Verona,36072,45.5098112,11.2827444,,,,Originali
Vittorio Emanuele,restaurant,Piazza Bra,Verona,Verona,37121,45.4392547,10.9923015,+39 045 564737;+39 349 4932025,https://www.ristorantenastroazzurroverona.it/en/index.html,info@ristorantenastroazzurroverona.it,Originali
Trattoria La Val,restaurant,Via Valle dei Molini,Marciaga,Verona,37010,45.5895349,10.7308944,,,,Originali
L'amalfitana,restaurant,Viale Cristoforo Colombo,Verona,Verona,37138,45.4480568,10.9740809,pizza;kebab,1631046351,node,Originali
All'Albero,restaurant,Piazza Cavour,Malcesine,Verona,37018,45.7654064,10.8093305,,,,Originali
Poseidon,restaurant,Via Giacomo Matteotti,Bussolengo,Verona,37012,45.4727169,10.8468687,,,,Originali
La Vecchia Lira,restaurant,Via Calabria,Verona,Verona,37139,45.4381007,10.9485888,+39 045 8901188,pizza,1636361256,Originali
Pizzeria Mundial,restaurant,Via Gian Lorenzo Bernini,Legnago,Verona,37045,45.2000901,11.2948393,,,,Originali
Genzianella,restaurant,SP6,Bosco Chiesanuova,Verona,37021,45.6870819,11.0858748,,,,Originali
Al Regio Patio,restaurant,Via San Francesco d'Assisi,Garda,Verona,37016,45.573861,10.7087332,,,,Originali
Da Gianni,restaurant,Via Nassar,Pescantina,Verona,37026,45.4821821,10.9110851,,,,Originali
Settimo Cielo,restaurant,Via Enrico Bernardi,Pescantina,Verona,37026,45.480536,10.9034194,,,,Originali
